2.20390e-03 8.58820e-04
5.12818e-03 4.52415e-03
8.05178e-03 1.11146e-02
1.09679e-02 2.06252e-02
1.38734e-02 3.30468e-02
1.67653e-02 4.83674e-02
1.96408e-02 6.65719e-02
2.24972e-02 8.76427e-02
2.53316e-02 1.11559e-01
2.81413e-02 1.38298e-01
3.09234e-02 1.67832e-01
3.36753e-02 2.00134e-01
3.63944e-02 2.35172e-01
3.90778e-02 2.72911e-01
4.17231e-02 3.13315e-01
4.43277e-02 3.56344e-01
4.68889e-02 4.01956e-01
4.94043e-02 4.50106e-01
5.18714e-02 5.00748e-01
5.42878e-02 5.53832e-01
5.66512e-02 6.09306e-01
5.89593e-02 6.67116e-01
6.12097e-02 7.27206e-01
6.34003e-02 7.89516e-01
6.55290e-02 8.53986e-01
6.75937e-02 9.20552e-01
6.95923e-02 9.89151e-01
7.15229e-02 1.05971e+00
7.33836e-02 1.13217e+00
7.51726e-02 1.20646e+00
7.68882e-02 1.28249e+00
7.85287e-02 1.36021e+00
8.00924e-02 1.43953e+00
8.15778e-02 1.52037e+00
8.29836e-02 1.60266e+00
8.43083e-02 1.68631e+00
8.55506e-02 1.77124e+00
8.67093e-02 1.85738e+00
8.77833e-02 1.94463e+00
8.87715e-02 2.03292e+00
8.96729e-02 2.12215e+00
9.04868e-02 2.21224e+00
9.12122e-02 2.30309e+00
9.18486e-02 2.39463e+00
9.23951e-02 2.48676e+00
9.28514e-02 2.57939e+00
9.32170e-02 2.67243e+00
9.34915e-02 2.76579e+00
9.36747e-02 2.85938e+00
9.37663e-02 2.95311e+00
9.37663e-02 3.04689e+00
9.36747e-02 3.14062e+00
9.34915e-02 3.23421e+00
9.32170e-02 3.32757e+00
9.28514e-02 3.42061e+00
9.23951e-02 3.51324e+00
9.18486e-02 3.60537e+00
9.12122e-02 3.69691e+00
9.04868e-02 3.78776e+00
8.96729e-02 3.87785e+00
8.87715e-02 3.96708e+00
8.77833e-02 4.05537e+00
8.67093e-02 4.14262e+00
8.55506e-02 4.22876e+00
8.43083e-02 4.31369e+00
8.29836e-02 4.39734e+00
8.15778e-02 4.47963e+00
8.00924e-02 4.56047e+00
8.58820e-04 8.58820e-04 -2.00158e+00
8.58820e-04 4.52415e-03 -2.00154e+00
8.58820e-04 1.11146e-02 -2.00133e+00
8.58820e-04 2.06252e-02 -2.00072e+00
8.58820e-04 3.30468e-02 -1.99936e+00
8.58820e-04 4.83674e-02 -1.99682e+00
8.58820e-04 6.65719e-02 -1.99258e+00
8.58820e-04 8.76427e-02 -1.98604e+00
8.58820e-04 1.11559e-01 -1.97654e+00
8.58820e-04 1.38298e-01 -1.96340e+00
8.58820e-04 1.67832e-01 -1.94594e+00
8.58820e-04 2.00134e-01 -1.92353e+00
8.58820e-04 2.35172e-01 -1.89561e+00
8.58820e-04 2.72911e-01 -1.86177e+00
8.58820e-04 3.13315e-01 -1.82172e+00
8.58820e-04 3.56344e-01 -1.77534e+00
8.58820e-04 4.01956e-01 -1.72268e+00
8.58820e-04 4.50106e-01 -1.66388e+00
8.58820e-04 5.00748e-01 -1.59922e+00
8.58820e-04 5.53832e-01 -1.52900e+00
8.58820e-04 6.09306e-01 -1.45357e+00
8.58820e-04 6.67116e-01 -1.37326e+00
8.58820e-04 7.27206e-01 -1.28841e+00
8.58820e-04 7.89516e-01 -1.19935e+00
8.58820e-04 8.53986e-01 -1.10642e+00
8.58820e-04 9.20552e-01 -1.01007e+00
8.58820e-04 9.89151e-01 -9.10808e-01
8.58820e-04 1.05971e+00 -8.09322e-01
8.58820e-04 1.13217e+00 -7.06488e-01
8.58820e-04 1.20646e+00 -6.03423e-01
8.58820e-04 1.28249e+00 -5.01515e-01
8.58820e-04 1.36021e+00 -4.02444e-01
8.58820e-04 1.43953e+00 -3.08174e-01
8.58820e-04 1.52037e+00 -2.20914e-01
8.58820e-04 1.60266e+00 -1.43010e-01
8.58820e-04 1.68631e+00 -7.67428e-02
8.58820e-04 1.77124e+00 -2.40114e-02
8.58820e-04 1.85738e+00 1.40845e-02
8.58820e-04 1.94463e+00 3.76661e-02
8.58820e-04 2.03292e+00 4.83204e-02
8.58820e-04 2.12215e+00 4.89530e-02
8.58820e-04 2.21224e+00 4.31658e-02
8.58820e-04 2.30309e+00 3.43660e-02
8.58820e-04 2.39463e+00 2.50706e-02
8.58820e-04 2.48676e+00 1.67601e-02
8.58820e-04 2.57939e+00 1.01562e-02
8.58820e-04 2.67243e+00 5.49646e-03
8.58820e-04 2.76579e+00 2.62656e-03
8.58820e-04 2.85938e+00 1.10301e-03
8.58820e-04 2.95311e+00 4.07024e-04
8.58820e-04 3.04689e+00 1.32110e-04
8.58820e-04 3.14062e+00 3.77292e-05
8.58820e-04 3.23421e+00 9.49237e-06
8.58820e-04 3.32757e+00 2.12052e-06
8.58820e-04 3.42061e+00 4.31571e-07
8.58820e-04 3.51324e+00 8.46269e-08
8.58820e-04 3.60537e+00 1.72003e-08
8.58820e-04 3.69691e+00 3.72348e-09
8.58820e-04 3.78776e+00 8.14496e-10
8.58820e-04 3.87785e+00 1.66884e-10
8.58820e-04 3.96708e+00 3.04928e-11
8.58820e-04 4.05537e+00 4.86443e-12
8.58820e-04 4.14262e+00 6.73330e-13
8.58820e-04 4.22876e+00 8.08420e-14
8.58820e-04 4.31369e+00 8.42239e-15
8.58820e-04 4.39734e+00 7.59722e-16
8.58820e-04 4.47963e+00 5.89789e-17
8.58820e-04 4.56047e+00 3.93870e-18
4.52415e-03 8.58820e-04 -2.00154e+00
4.52415e-03 4.52415e-03 -2.00150e+00
4.52415e-03 1.11146e-02 -2.00129e+00
4.52415e-03 2.06252e-02 -2.00068e+00
4.52415e-03 3.30468e-02 -1.99932e+00
4.52415e-03 4.83674e-02 -1.99678e+00
4.52415e-03 6.65719e-02 -1.99254e+00
4.52415e-03 8.76427e-02 -1.98600e+00
4.52415e-03 1.11559e-01 -1.97650e+00
4.52415e-03 1.38298e-01 -1.96336e+00
4.52415e-03 1.67832e-01 -1.94591e+00
4.52415e-03 2.00134e-01 -1.92349e+00
4.52415e-03 2.35172e-01 -1.89558e+00
4.52415e-03 2.72911e-01 -1.86174e+00
4.52415e-03 3.13315e-01 -1.82169e+00
4.52415e-03 3.56344e-01 -1.77532e+00
4.52415e-03 4.01956e-01 -1.72265e+00
4.52415e-03 4.50106e-01 -1.66386e+00
4.52415e-03 5.00748e-01 -1.59920e+00
4.52415e-03 5.53832e-01 -1.52899e+00
4.52415e-03 6.09306e-01 -1.45356e+00
4.52415e-03 6.67116e-01 -1.37325e+00
4.52415e-03 7.27206e-01 -1.28840e+00
4.52415e-03 7.89516e-01 -1.19934e+00
4.52415e-03 8.53986e-01 -1.10642e+00
4.52415e-03 9.20552e-01 -1.01006e+00
4.52415e-03 9.89151e-01 -9.10804e-01
4.52415e-03 1.05971e+00 -8.09319e-01
4.52415e-03 1.13217e+00 -7.06486e-01
4.52415e-03 1.20646e+00 -6.03422e-01
4.52415e-03 1.28249e+00 -5.01515e-01
4.52415e-03 1.36021e+00 -4.02444e-01
4.52415e-03 1.43953e+00 -3.08174e-01
4.52415e-03 1.52037e+00 -2.20914e-01
4.52415e-03 1.60266e+00 -1.43010e-01
4.52415e-03 1.68631e+00 -7.67430e-02
4.52415e-03 1.77124e+00 -2.40115e-02
4.52415e-03 1.85738e+00 1.40846e-02
4.52415e-03 1.94463e+00 3.76664e-02
4.52415e-03 2.03292e+00 4.83207e-02
4.52415e-03 2.12215e+00 4.89535e-02
4.52415e-03 2.21224e+00 4.31663e-02
4.52415e-03 2.30309e+00 3.43664e-02
4.52415e-03 2.39463e+00 2.50710e-02
4.52415e-03 2.48676e+00 1.67603e-02
4.52415e-03 2.57939e+00 1.01564e-02
4.52415e-03 2.67243e+00 5.49657e-03
4.52415e-03 2.76579e+00 2.62662e-03
4.52415e-03 2.85938e+00 1.10304e-03
4.52415e-03 2.95311e+00 4.07036e-04
4.52415e-03 3.04689e+00 1.32115e-04
4.52415e-03 3.14062e+00 3.77307e-05
4.52415e-03 3.23421e+00 9.49282e-06
4.52415e-03 3.32757e+00 2.12064e-06
4.52415e-03 3.42061e+00 4.31600e-07
4.52415e-03 3.51324e+00 8.46333e-08
4.52415e-03 3.60537e+00 1.72016e-08
4.52415e-03 3.69691e+00 3.72372e-09
4.52415e-03 3.78776e+00 8.14538e-10
4.52415e-03 3.87785e+00 1.66890e-10
4.52415e-03 3.96708e+00 3.04938e-11
4.52415e-03 4.05537e+00 4.86458e-12
4.52415e-03 4.14262e+00 6.73348e-13
4.52415e-03 4.22876e+00 8.08441e-14
4.52415e-03 4.31369e+00 8.42260e-15
4.52415e-03 4.39734e+00 7.59742e-16
4.52415e-03 4.47963e+00 5.89805e-17
4.52415e-03 4.56047e+00 3.93881e-18
1.11146e-02 8.58820e-04 -2.00133e+00
1.11146e-02 4.52415e-03 -2.00129e+00
1.11146e-02 1.11146e-02 -2.00108e+00
1.11146e-02 2.06252e-02 -2.00047e+00
1.11146e-02 3.30468e-02 -1.99911e+00
1.11146e-02 4.83674e-02 -1.99657e+00
1.11146e-02 6.65719e-02 -1.99233e+00
1.11146e-02 8.76427e-02 -1.98580e+00
1.11146e-02 1.11559e-01 -1.97630e+00
1.11146e-02 1.38298e-01 -1.96317e+00
1.11146e-02 1.67832e-01 -1.94572e+00
1.11146e-02 2.00134e-01 -1.92332e+00
1.11146e-02 2.35172e-01 -1.89541e+00
1.11146e-02 2.72911e-01 -1.86159e+00
1.11146e-02 3.13315e-01 -1.82155e+00
1.11146e-02 3.56344e-01 -1.77519e+00
1.11146e-02 4.01956e-01 -1.72254e+00
1.11146e-02 4.50106e-01 -1.66376e+00
1.11146e-02 5.00748e-01 -1.59911e+00
1.11146e-02 5.53832e-01 -1.52891e+00
1.11146e-02 6.09306e-01 -1.45349e+00
1.11146e-02 6.67116e-01 -1.37320e+00
1.11146e-02 7.27206e-01 -1.28835e+00
1.11146e-02 7.89516e-01 -1.19930e+00
1.11146e-02 8.53986e-01 -1.10638e+00
1.11146e-02 9.20552e-01 -1.01004e+00
1.11146e-02 9.89151e-01 -9.10783e-01
1.11146e-02 1.05971e+00 -8.09303e-01
1.11146e-02 1.13217e+00 -7.06475e-01
1.11146e-02 1.20646e+00 -6.03415e-01
1.11146e-02 1.28249e+00 -5.01511e-01
1.11146e-02 1.36021e+00 -4.02442e-01
1.11146e-02 1.43953e+00 -3.08174e-01
1.11146e-02 1.52037e+00 -2.20915e-01
1.11146e-02 1.60266e+00 -1.43012e-01
1.11146e-02 1.68631e+00 -7.67442e-02
1.11146e-02 1.77124e+00 -2.40119e-02
1.11146e-02 1.85738e+00 1.40851e-02
1.11146e-02 1.94463e+00 3.76678e-02
1.11146e-02 2.03292e+00 4.83228e-02
1.11146e-02 2.12215e+00 4.89559e-02
1.11146e-02 2.21224e+00 4.31687e-02
1.11146e-02 2.30309e+00 3.43686e-02
1.11146e-02 2.39463e+00 2.50728e-02
1.11146e-02 2.48676e+00 1.67617e-02
1.11146e-02 2.57939e+00 1.01574e-02
1.11146e-02 2.67243e+00 5.49715e-03
1.11146e-02 2.76579e+00 2.62694e-03
1.11146e-02 2.85938e+00 1.10319e-03
1.11146e-02 2.95311e+00 4.07100e-04
1.11146e-02 3.04689e+00 1.32139e-04
1.11146e-02 3.14062e+00 3.77386e-05
1.11146e-02 3.23421e+00 9.49519e-06
1.11146e-02 3.32757e+00 2.12128e-06
1.11146e-02 3.42061e+00 4.31753e-07
1.11146e-02 3.51324e+00 8.46667e-08
1.11146e-02 3.60537e+00 1.72083e-08
1.11146e-02 3.69691e+00 3.72496e-09
1.11146e-02 3.78776e+00 8.14756e-10
1.11146e-02 3.87785e+00 1.66926e-10
1.11146e-02 3.96708e+00 3.04993e-11
1.11146e-02 4.05537e+00 4.86535e-12
1.11146e-02 4.14262e+00 6.73446e-13
1.11146e-02 4.22876e+00 8.08552e-14
1.11146e-02 4.31369e+00 8.42374e-15
1.11146e-02 4.39734e+00 7.59845e-16
1.11146e-02 4.47963e+00 5.89888e-17
1.11146e-02 4.56047e+00 3.93938e-18
2.06252e-02 8.58820e-04 -2.00072e+00
2.06252e-02 4.52415e-03 -2.00068e+00
2.06252e-02 1.11146e-02 -2.00047e+00
2.06252e-02 2.06252e-02 -1.99985e+00
2.06252e-02 3.30468e-02 -1.99850e+00
2.06252e-02 4.83674e-02 -1.99596e+00
2.06252e-02 6.65719e-02 -1.99173e+00
2.06252e-02 8.76427e-02 -1.98520e+00
2.06252e-02 1.11559e-01 -1.97572e+00
2.06252e-02 1.38298e-01 -1.96260e+00
2.06252e-02 1.67832e-01 -1.94517e+00
2.06252e-02 2.00134e-01 -1.92280e+00
2.06252e-02 2.35172e-01 -1.89493e+00
2.06252e-02 2.72911e-01 -1.86113e+00
2.06252e-02 3.13315e-01 -1.82113e+00
2.06252e-02 3.56344e-01 -1.77481e+00
2.06252e-02 4.01956e-01 -1.72220e+00
2.06252e-02 4.50106e-01 -1.66346e+00
2.06252e-02 5.00748e-01 -1.59885e+00
2.06252e-02 5.53832e-01 -1.52868e+00
2.06252e-02 6.09306e-01 -1.45329e+00
2.06252e-02 6.67116e-01 -1.37303e+00
2.06252e-02 7.27206e-01 -1.28821e+00
2.06252e-02 7.89516e-01 -1.19918e+00
2.06252e-02 8.53986e-01 -1.10629e+00
2.06252e-02 9.20552e-01 -1.00996e+00
2.06252e-02 9.89151e-01 -9.10722e-01
2.06252e-02 1.05971e+00 -8.09258e-01
2.06252e-02 1.13217e+00 -7.06443e-01
2.06252e-02 1.20646e+00 -6.03394e-01
2.06252e-02 1.28249e+00 -5.01500e-01
2.06252e-02 1.36021e+00 -4.02439e-01
2.06252e-02 1.43953e+00 -3.08175e-01
2.06252e-02 1.52037e+00 -2.20919e-01
2.06252e-02 1.60266e+00 -1.43016e-01
2.06252e-02 1.68631e+00 -7.67477e-02
2.06252e-02 1.77124e+00 -2.40132e-02
2.06252e-02 1.85738e+00 1.40865e-02
2.06252e-02 1.94463e+00 3.76719e-02
2.06252e-02 2.03292e+00 4.83288e-02
2.06252e-02 2.12215e+00 4.89629e-02
2.06252e-02 2.21224e+00 4.31759e-02
2.06252e-02 2.30309e+00 3.43751e-02
2.06252e-02 2.39463e+00 2.50782e-02
2.06252e-02 2.48676e+00 1.67658e-02
2.06252e-02 2.57939e+00 1.01602e-02
2.06252e-02 2.67243e+00 5.49885e-03
2.06252e-02 2.76579e+00 2.62786e-03
2.06252e-02 2.85938e+00 1.10363e-03
2.06252e-02 2.95311e+00 4.07284e-04
2.06252e-02 3.04689e+00 1.32208e-04
2.06252e-02 3.14062e+00 3.77618e-05
2.06252e-02 3.23421e+00 9.50212e-06
2.06252e-02 3.32757e+00 2.12313e-06
2.06252e-02 3.42061e+00 4.32200e-07
2.06252e-02 3.51324e+00 8.47645e-08
2.06252e-02 3.60537e+00 1.72279e-08
2.06252e-02 3.69691e+00 3.72862e-09
2.06252e-02 3.78776e+00 8.15395e-10
2.06252e-02 3.87785e+00 1.67031e-10
2.06252e-02 3.96708e+00 3.05152e-11
2.06252e-02 4.05537e+00 4.86759e-12
2.06252e-02 4.14262e+00 6.73731e-13
2.06252e-02 4.22876e+00 8.08878e-14
2.06252e-02 4.31369e+00 8.42706e-15
2.06252e-02 4.39734e+00 7.60147e-16
2.06252e-02 4.47963e+00 5.90130e-17
2.06252e-02 4.56047e+00 3.94105e-18
3.30468e-02 8.58820e-04 -1.99936e+00
3.30468e-02 4.52415e-03 -1.99932e+00
3.30468e-02 1.11146e-02 -1.99911e+00
3.30468e-02 2.06252e-02 -1.99850e+00
3.30468e-02 3.30468e-02 -1.99714e+00
3.30468e-02 4.83674e-02 -1.99462e+00
3.30468e-02 6.65719e-02 -1.99040e+00
3.30468e-02 8.76427e-02 -1.98389e+00
3.30468e-02 1.11559e-01 -1.97443e+00
3.30468e-02 1.38298e-01 -1.96135e+00
3.30468e-02 1.67832e-01 -1.94397e+00
3.30468e-02 2.00134e-01 -1.92165e+00
3.30468e-02 2.35172e-01 -1.89385e+00
3.30468e-02 2.72911e-01 -1.86013e+00
3.30468e-02 3.13315e-01 -1.82021e+00
3.30468e-02 3.56344e-01 -1.77398e+00
3.30468e-02 4.01956e-01 -1.72145e+00
3.30468e-02 4.50106e-01 -1.66280e+00
3.30468e-02 5.00748e-01 -1.59827e+00
3.30468e-02 5.53832e-01 -1.52817e+00
3.30468e-02 6.09306e-01 -1.45286e+00
3.30468e-02 6.67116e-01 -1.37266e+00
3.30468e-02 7.27206e-01 -1.28790e+00
3.30468e-02 7.89516e-01 -1.19892e+00
3.30468e-02 8.53986e-01 -1.10607e+00
3.30468e-02 9.20552e-01 -1.00979e+00
3.30468e-02 9.89151e-01 -9.10588e-01
3.30468e-02 1.05971e+00 -8.09157e-01
3.30468e-02 1.13217e+00 -7.06372e-01
3.30468e-02 1.20646e+00 -6.03349e-01
3.30468e-02 1.28249e+00 -5.01476e-01
3.30468e-02 1.36021e+00 -4.02430e-01
3.30468e-02 1.43953e+00 -3.08178e-01
3.30468e-02 1.52037e+00 -2.20928e-01
3.30468e-02 1.60266e+00 -1.43026e-01
3.30468e-02 1.68631e+00 -7.67553e-02
3.30468e-02 1.77124e+00 -2.40160e-02
3.30468e-02 1.85738e+00 1.40898e-02
3.30468e-02 1.94463e+00 3.76808e-02
3.30468e-02 2.03292e+00 4.83422e-02
3.30468e-02 2.12215e+00 4.89785e-02
3.30468e-02 2.21224e+00 4.31916e-02
3.30468e-02 2.30309e+00 3.43895e-02
3.30468e-02 2.39463e+00 2.50901e-02
3.30468e-02 2.48676e+00 1.67748e-02
3.30468e-02 2.57939e+00 1.01663e-02
3.30468e-02 2.67243e+00 5.50262e-03
3.30468e-02 2.76579e+00 2.62989e-03
3.30468e-02 2.85938e+00 1.10460e-03
3.30468e-02 2.95311e+00 4.07693e-04
3.30468e-02 3.04689e+00 1.32361e-04
3.30468e-02 3.14062e+00 3.78130e-05
3.30468e-02 3.23421e+00 9.51744e-06
3.30468e-02 3.32757e+00 2.12724e-06
3.30468e-02 3.42061e+00 4.33189e-07
3.30468e-02 3.51324e+00 8.49808e-08
3.30468e-02 3.60537e+00 1.72713e-08
3.30468e-02 3.69691e+00 3.73671e-09
3.30468e-02 3.78776e+00 8.16808e-10
3.30468e-02 3.87785e+00 1.67263e-10
3.30468e-02 3.96708e+00 3.05506e-11
3.30468e-02 4.05537e+00 4.87254e-12
3.30468e-02 4.14262e+00 6.74360e-13
3.30468e-02 4.22876e+00 8.09597e-14
3.30468e-02 4.31369e+00 8.43441e-15
3.30468e-02 4.39734e+00 7.60815e-16
3.30468e-02 4.47963e+00 5.90665e-17
3.30468e-02 4.56047e+00 3.94474e-18
4.83674e-02 8.58820e-04 -1.99682e+00
4.83674e-02 4.52415e-03 -1.99678e+00
4.83674e-02 1.11146e-02 -1.99657e+00
4.83674e-02 2.06252e-02 -1.99596e+00
4.83674e-02 3.30468e-02 -1.99462e+00
4.83674e-02 4.83674e-02 -1.99211e+00
4.83674e-02 6.65719e-02 -1.98791e+00
4.83674e-02 8.76427e-02 -1.98143e+00
4.83674e-02 1.11559e-01 -1.97203e+00
4.83674e-02 1.38298e-01 -1.95902e+00
4.83674e-02 1.67832e-01 -1.94172e+00
4.83674e-02 2.00134e-01 -1.91951e+00
4.83674e-02 2.35172e-01 -1.89183e+00
4.83674e-02 2.72911e-01 -1.85825e+00
4.83674e-02 3.13315e-01 -1.81849e+00
4.83674e-02 3.56344e-01 -1.77241e+00
4.83674e-02 4.01956e-01 -1.72005e+00
4.83674e-02 4.50106e-01 -1.66156e+00
4.83674e-02 5.00748e-01 -1.59718e+00
4.83674e-02 5.53832e-01 -1.52723e+00
4.83674e-02 6.09306e-01 -1.45204e+00
4.83674e-02 6.67116e-01 -1.37196e+00
4.83674e-02 7.27206e-01 -1.28731e+00
4.83674e-02 7.89516e-01 -1.19843e+00
4.83674e-02 8.53986e-01 -1.10567e+00
4.83674e-02 9.20552e-01 -1.00946e+00
4.83674e-02 9.89151e-01 -9.10335e-01
4.83674e-02 1.05971e+00 -8.08968e-01
4.83674e-02 1.13217e+00 -7.06240e-01
4.83674e-02 1.20646e+00 -6.03264e-01
4.83674e-02 1.28249e+00 -5.01430e-01
4.83674e-02 1.36021e+00 -4.02415e-01
4.83674e-02 1.43953e+00 -3.08183e-01
4.83674e-02 1.52037e+00 -2.20944e-01
4.83674e-02 1.60266e+00 -1.43045e-01
4.83674e-02 1.68631e+00 -7.67697e-02
4.83674e-02 1.77124e+00 -2.40213e-02
4.83674e-02 1.85738e+00 1.40958e-02
4.83674e-02 1.94463e+00 3.76976e-02
4.83674e-02 2.03292e+00 4.83671e-02
4.83674e-02 2.12215e+00 4.90077e-02
4.83674e-02 2.21224e+00 4.32212e-02
4.83674e-02 2.30309e+00 3.44163e-02
4.83674e-02 2.39463e+00 2.51124e-02
4.83674e-02 2.48676e+00 1.67916e-02
4.83674e-02 2.57939e+00 1.01779e-02
4.83674e-02 2.67243e+00 5.50966e-03
4.83674e-02 2.76579e+00 2.63369e-03
4.83674e-02 2.85938e+00 1.10641e-03
4.83674e-02 2.95311e+00 4.08458e-04
4.83674e-02 3.04689e+00 1.32648e-04
4.83674e-02 3.14062e+00 3.79090e-05
4.83674e-02 3.23421e+00 9.54614e-06
4.83674e-02 3.32757e+00 2.13493e-06
4.83674e-02 3.42061e+00 4.35043e-07
4.83674e-02 3.51324e+00 8.53860e-08
