2.20390e-03 8.58820e-04
5.12818e-03 4.52415e-03
8.05178e-03 1.11146e-02
1.09679e-02 2.06252e-02
1.38734e-02 3.30468e-02
1.67653e-02 4.83674e-02
1.96408e-02 6.65719e-02
2.24972e-02 8.76427e-02
2.53316e-02 1.11559e-01
2.81413e-02 1.38298e-01
3.09234e-02 1.67832e-01
3.36753e-02 2.00134e-01
3.63944e-02 2.35172e-01
3.90778e-02 2.72911e-01
4.17231e-02 3.13315e-01
4.43277e-02 3.56344e-01
4.68889e-02 4.01956e-01
4.94043e-02 4.50106e-01
5.18714e-02 5.00748e-01
5.42878e-02 5.53832e-01
5.66512e-02 6.09306e-01
5.89593e-02 6.67116e-01
6.12097e-02 7.27206e-01
6.34003e-02 7.89516e-01
6.55290e-02 8.53986e-01
6.75937e-02 9.20552e-01
6.95923e-02 9.89151e-01
7.15229e-02 1.05971e+00
7.33836e-02 1.13217e+00
7.51726e-02 1.20646e+00
7.68882e-02 1.28249e+00
7.85287e-02 1.36021e+00
8.00924e-02 1.43953e+00
8.15778e-02 1.52037e+00
8.29836e-02 1.60266e+00
8.43083e-02 1.68631e+00
8.55506e-02 1.77124e+00
8.67093e-02 1.85738e+00
8.77833e-02 1.94463e+00
8.87715e-02 2.03292e+00
8.96729e-02 2.12215e+00
9.04868e-02 2.21224e+00
9.12122e-02 2.30309e+00
9.18486e-02 2.39463e+00
9.23951e-02 2.48676e+00
9.28514e-02 2.57939e+00
9.32170e-02 2.67243e+00
9.34915e-02 2.76579e+00
9.36747e-02 2.85938e+00
9.37663e-02 2.95311e+00
9.37663e-02 3.04689e+00
9.36747e-02 3.14062e+00
9.34915e-02 3.23421e+00
9.32170e-02 3.32757e+00
9.28514e-02 3.42061e+00
9.23951e-02 3.51324e+00
9.18486e-02 3.60537e+00
9.12122e-02 3.69691e+00
9.04868e-02 3.78776e+00
8.96729e-02 3.87785e+00
8.87715e-02 3.96708e+00
8.77833e-02 4.05537e+00
8.67093e-02 4.14262e+00
8.55506e-02 4.22876e+00
8.43083e-02 4.31369e+00
8.29836e-02 4.39734e+00
8.58820e-04 8.58820e-04 -2.55641e+00
8.58820e-04 4.52415e-03 -2.55637e+00
8.58820e-04 1.11146e-02 -2.55613e+00
8.58820e-04 2.06252e-02 -2.55542e+00
8.58820e-04 3.30468e-02 -2.55387e+00
8.58820e-04 4.83674e-02 -2.55096e+00
8.58820e-04 6.65719e-02 -2.54612e+00
8.58820e-04 8.76427e-02 -2.53864e+00
8.58820e-04 1.11559e-01 -2.52779e+00
8.58820e-04 1.38298e-01 -2.51280e+00
8.58820e-04 1.67832e-01 -2.49290e+00
8.58820e-04 2.00134e-01 -2.46739e+00
8.58820e-04 2.35172e-01 -2.43566e+00
8.58820e-04 2.72911e-01 -2.39726e+00
8.58820e-04 3.13315e-01 -2.35190e+00
8.58820e-04 3.56344e-01 -2.29947e+00
8.58820e-04 4.01956e-01 -2.24002e+00
8.58820e-04 4.50106e-01 -2.17375e+00
8.58820e-04 5.00748e-01 -2.10096e+00
8.58820e-04 5.53832e-01 -2.02201e+00
8.58820e-04 6.09306e-01 -1.93729e+00
8.58820e-04 6.67116e-01 -1.84720e+00
8.58820e-04 7.27206e-01 -1.75216e+00
8.58820e-04 7.89516e-01 -1.65261e+00
8.58820e-04 8.53986e-01 -1.54900e+00
8.58820e-04 9.20552e-01 -1.44187e+00
8.58820e-04 9.89151e-01 -1.33180e+00
8.58820e-04 1.05971e+00 -1.21945e+00
8.58820e-04 1.13217e+00 -1.10557e+00
8.58820e-04 1.20646e+00 -9.90964e-01
8.58820e-04 1.28249e+00 -8.76560e-01
8.58820e-04 1.36021e+00 -7.63397e-01
8.58820e-04 1.43953e+00 -6.52702e-01
8.58820e-04 1.52037e+00 -5.45959e-01
8.58820e-04 1.60266e+00 -4.44957e-01
8.58820e-04 1.68631e+00 -3.51752e-01
8.58820e-04 1.77124e+00 -2.68478e-01
8.58820e-04 1.85738e+00 -1.96997e-01
8.58820e-04 1.94463e+00 -1.38447e-01
8.58820e-04 2.03292e+00 -9.28908e-02
8.58820e-04 2.12215e+00 -5.92707e-02
8.58820e-04 2.21224e+00 -3.57364e-02
8.58820e-04 2.30309e+00 -2.01598e-02
8.58820e-04 2.39463e+00 -1.05271e-02
8.58820e-04 2.48676e+00 -5.06720e-03
8.58820e-04 2.57939e+00 -2.26979e-03
8.58820e-04 2.67243e+00 -9.63350e-04
8.58820e-04 2.76579e+00 -3.89181e-04
8.58820e-04 2.85938e+00 -1.46215e-04
8.58820e-04 2.95311e+00 -4.92057e-05
8.58820e-04 3.04689e+00 -1.43586e-05
8.58820e-04 3.14062e+00 -3.54839e-06
8.58820e-04 3.23421e+00 -7.26118e-07
8.58820e-04 3.32757e+00 -1.18557e-07
8.58820e-04 3.42061e+00 -1.40264e-08
8.58820e-04 3.51324e+00 -7.34051e-10
8.58820e-04 3.60537e+00 1.55300e-10
8.58820e-04 3.69691e+00 5.74919e-11
8.58820e-04 3.78776e+00 1.11674e-11
8.58820e-04 3.87785e+00 1.61195e-12
8.58820e-04 3.96708e+00 1.87010e-13
8.58820e-04 4.05537e+00 1.80346e-14
8.58820e-04 4.14262e+00 1.49550e-15
8.58820e-04 4.22876e+00 1.11655e-16
8.58820e-04 4.31369e+00 7.44405e-18
8.58820e-04 4.39734e+00 3.84155e-19
4.52415e-03 8.58820e-04 -2.55637e+00
4.52415e-03 4.52415e-03 -2.55632e+00
4.52415e-03 1.11146e-02 -2.55608e+00
4.52415e-03 2.06252e-02 -2.55538e+00
4.52415e-03 3.30468e-02 -2.55382e+00
4.52415e-03 4.83674e-02 -2.55092e+00
4.52415e-03 6.65719e-02 -2.54607e+00
4.52415e-03 8.76427e-02 -2.53860e+00
4.52415e-03 1.11559e-01 -2.52775e+00
4.52415e-03 1.38298e-01 -2.51276e+00
4.52415e-03 1.67832e-01 -2.49286e+00
4.52415e-03 2.00134e-01 -2.46735e+00
4.52415e-03 2.35172e-01 -2.43563e+00
4.52415e-03 2.72911e-01 -2.39723e+00
4.52415e-03 3.13315e-01 -2.35187e+00
4.52415e-03 3.56344e-01 -2.29944e+00
4.52415e-03 4.01956e-01 -2.24000e+00
4.52415e-03 4.50106e-01 -2.17373e+00
4.52415e-03 5.00748e-01 -2.10094e+00
4.52415e-03 5.53832e-01 -2.02199e+00
4.52415e-03 6.09306e-01 -1.93727e+00
4.52415e-03 6.67116e-01 -1.84718e+00
4.52415e-03 7.27206e-01 -1.75215e+00
4.52415e-03 7.89516e-01 -1.65260e+00
4.52415e-03 8.53986e-01 -1.54900e+00
4.52415e-03 9.20552e-01 -1.44187e+00
4.52415e-03 9.89151e-01 -1.33180e+00
4.52415e-03 1.05971e+00 -1.21945e+00
4.52415e-03 1.13217e+00 -1.10556e+00
4.52415e-03 1.20646e+00 -9.90961e-01
4.52415e-03 1.28249e+00 -8.76558e-01
4.52415e-03 1.36021e+00 -7.63396e-01
4.52415e-03 1.43953e+00 -6.52702e-01
4.52415e-03 1.52037e+00 -5.45959e-01
4.52415e-03 1.60266e+00 -4.44957e-01
4.52415e-03 1.68631e+00 -3.51752e-01
4.52415e-03 1.77124e+00 -2.68479e-01
4.52415e-03 1.85738e+00 -1.96998e-01
4.52415e-03 1.94463e+00 -1.38448e-01
4.52415e-03 2.03292e+00 -9.28913e-02
4.52415e-03 2.12215e+00 -5.92711e-02
4.52415e-03 2.21224e+00 -3.57366e-02
4.52415e-03 2.30309e+00 -2.01600e-02
4.52415e-03 2.39463e+00 -1.05272e-02
4.52415e-03 2.48676e+00 -5.06726e-03
4.52415e-03 2.57939e+00 -2.26982e-03
4.52415e-03 2.67243e+00 -9.63365e-04
4.52415e-03 2.76579e+00 -3.89188e-04
4.52415e-03 2.85938e+00 -1.46218e-04
4.52415e-03 2.95311e+00 -4.92068e-05
4.52415e-03 3.04689e+00 -1.43590e-05
4.52415e-03 3.14062e+00 -3.54851e-06
4.52415e-03 3.23421e+00 -7.26146e-07
4.52415e-03 3.32757e+00 -1.18563e-07
4.52415e-03 3.42061e+00 -1.40273e-08
4.52415e-03 3.51324e+00 -7.34187e-10
4.52415e-03 3.60537e+00 1.55285e-10
4.52415e-03 3.69691e+00 5.74907e-11
4.52415e-03 3.78776e+00 1.11674e-11
4.52415e-03 3.87785e+00 1.61195e-12
4.52415e-03 3.96708e+00 1.87010e-13
4.52415e-03 4.05537e+00 1.80346e-14
4.52415e-03 4.14262e+00 1.49549e-15
4.52415e-03 4.22876e+00 1.11654e-16
4.52415e-03 4.31369e+00 7.44397e-18
4.52415e-03 4.39734e+00 3.84149e-19
1.11146e-02 8.58820e-04 -2.55613e+00
1.11146e-02 4.52415e-03 -2.55608e+00
1.11146e-02 1.11146e-02 -2.55584e+00
1.11146e-02 2.06252e-02 -2.55514e+00
1.11146e-02 3.30468e-02 -2.55358e+00
1.11146e-02 4.83674e-02 -2.55068e+00
1.11146e-02 6.65719e-02 -2.54584e+00
1.11146e-02 8.76427e-02 -2.53837e+00
1.11146e-02 1.11559e-01 -2.52752e+00
1.11146e-02 1.38298e-01 -2.51254e+00
1.11146e-02 1.67832e-01 -2.49265e+00
1.11146e-02 2.00134e-01 -2.46715e+00
1.11146e-02 2.35172e-01 -2.43544e+00
1.11146e-02 2.72911e-01 -2.39705e+00
1.11146e-02 3.13315e-01 -2.35171e+00
1.11146e-02 3.56344e-01 -2.29930e+00
1.11146e-02 4.01956e-01 -2.23986e+00
1.11146e-02 4.50106e-01 -2.17361e+00
1.11146e-02 5.00748e-01 -2.10084e+00
1.11146e-02 5.53832e-01 -2.02190e+00
1.11146e-02 6.09306e-01 -1.93719e+00
1.11146e-02 6.67116e-01 -1.84711e+00
1.11146e-02 7.27206e-01 -1.75209e+00
1.11146e-02 7.89516e-01 -1.65255e+00
1.11146e-02 8.53986e-01 -1.54895e+00
1.11146e-02 9.20552e-01 -1.44183e+00
1.11146e-02 9.89151e-01 -1.33177e+00
1.11146e-02 1.05971e+00 -1.21942e+00
1.11146e-02 1.13217e+00 -1.10554e+00
1.11146e-02 1.20646e+00 -9.90947e-01
1.11146e-02 1.28249e+00 -8.76548e-01
1.11146e-02 1.36021e+00 -7.63390e-01
1.11146e-02 1.43953e+00 -6.52699e-01
1.11146e-02 1.52037e+00 -5.45959e-01
1.11146e-02 1.60266e+00 -4.44959e-01
1.11146e-02 1.68631e+00 -3.51754e-01
1.11146e-02 1.77124e+00 -2.68482e-01
1.11146e-02 1.85738e+00 -1.97001e-01
1.11146e-02 1.94463e+00 -1.38451e-01
1.11146e-02 2.03292e+00 -9.28939e-02
1.11146e-02 2.12215e+00 -5.92731e-02
1.11146e-02 2.21224e+00 -3.57381e-02
1.11146e-02 2.30309e+00 -2.01610e-02
1.11146e-02 2.39463e+00 -1.05278e-02
1.11146e-02 2.48676e+00 -5.06759e-03
1.11146e-02 2.57939e+00 -2.26999e-03
1.11146e-02 2.67243e+00 -9.63442e-04
1.11146e-02 2.76579e+00 -3.89223e-04
1.11146e-02 2.85938e+00 -1.46234e-04
1.11146e-02 2.95311e+00 -4.92129e-05
1.11146e-02 3.04689e+00 -1.43610e-05
1.11146e-02 3.14062e+00 -3.54911e-06
1.11146e-02 3.23421e+00 -7.26293e-07
1.11146e-02 3.32757e+00 -1.18593e-07
1.11146e-02 3.42061e+00 -1.40325e-08
1.11146e-02 3.51324e+00 -7.34902e-10
1.11146e-02 3.60537e+00 1.55206e-10
1.11146e-02 3.69691e+00 5.74843e-11
1.11146e-02 3.78776e+00 1.11671e-11
1.11146e-02 3.87785e+00 1.61196e-12
1.11146e-02 3.96708e+00 1.87012e-13
1.11146e-02 4.05537e+00 1.80346e-14
1.11146e-02 4.14262e+00 1.49547e-15
1.11146e-02 4.22876e+00 1.11650e-16
1.11146e-02 4.31369e+00 7.44355e-18
1.11146e-02 4.39734e+00 3.84116e-19
2.06252e-02 8.58820e-04 -2.55542e+00
2.06252e-02 4.52415e-03 -2.55538e+00
2.06252e-02 1.11146e-02 -2.55514e+00
2.06252e-02 2.06252e-02 -2.55443e+00
2.06252e-02 3.30468e-02 -2.55288e+00
2.06252e-02 4.83674e-02 -2.54998e+00
2.06252e-02 6.65719e-02 -2.54515e+00
2.06252e-02 8.76427e-02 -2.53769e+00
2.06252e-02 1.11559e-01 -2.52686e+00
2.06252e-02 1.38298e-01 -2.51189e+00
2.06252e-02 1.67832e-01 -2.49203e+00
2.06252e-02 2.00134e-01 -2.46656e+00
2.06252e-02 2.35172e-01 -2.43488e+00
2.06252e-02 2.72911e-01 -2.39654e+00
2.06252e-02 3.13315e-01 -2.35124e+00
2.06252e-02 3.56344e-01 -2.29887e+00
2.06252e-02 4.01956e-01 -2.23948e+00
2.06252e-02 4.50106e-01 -2.17327e+00
2.06252e-02 5.00748e-01 -2.10053e+00
2.06252e-02 5.53832e-01 -2.02163e+00
2.06252e-02 6.09306e-01 -1.93695e+00
2.06252e-02 6.67116e-01 -1.84691e+00
2.06252e-02 7.27206e-01 -1.75191e+00
2.06252e-02 7.89516e-01 -1.65239e+00
2.06252e-02 8.53986e-01 -1.54882e+00
2.06252e-02 9.20552e-01 -1.44172e+00
2.06252e-02 9.89151e-01 -1.33168e+00
2.06252e-02 1.05971e+00 -1.21935e+00
2.06252e-02 1.13217e+00 -1.10549e+00
2.06252e-02 1.20646e+00 -9.90905e-01
2.06252e-02 1.28249e+00 -8.76519e-01
2.06252e-02 1.36021e+00 -7.63372e-01
2.06252e-02 1.43953e+00 -6.52690e-01
2.06252e-02 1.52037e+00 -5.45957e-01
2.06252e-02 1.60266e+00 -4.44963e-01
2.06252e-02 1.68631e+00 -3.51762e-01
2.06252e-02 1.77124e+00 -2.68491e-01
2.06252e-02 1.85738e+00 -1.97011e-01
2.06252e-02 1.94463e+00 -1.38460e-01
2.06252e-02 2.03292e+00 -9.29014e-02
2.06252e-02 2.12215e+00 -5.92791e-02
2.06252e-02 2.21224e+00 -3.57425e-02
2.06252e-02 2.30309e+00 -2.01639e-02
2.06252e-02 2.39463e+00 -1.05296e-02
2.06252e-02 2.48676e+00 -5.06855e-03
2.06252e-02 2.57939e+00 -2.27046e-03
2.06252e-02 2.67243e+00 -9.63669e-04
2.06252e-02 2.76579e+00 -3.89328e-04
2.06252e-02 2.85938e+00 -1.46279e-04
2.06252e-02 2.95311e+00 -4.92307e-05
2.06252e-02 3.04689e+00 -1.43671e-05
2.06252e-02 3.14062e+00 -3.55086e-06
2.06252e-02 3.23421e+00 -7.26723e-07
2.06252e-02 3.32757e+00 -1.18681e-07
2.06252e-02 3.42061e+00 -1.40475e-08
2.06252e-02 3.51324e+00 -7.36994e-10
2.06252e-02 3.60537e+00 1.54976e-10
2.06252e-02 3.69691e+00 5.74656e-11
2.06252e-02 3.78776e+00 1.11662e-11
2.06252e-02 3.87785e+00 1.61197e-12
2.06252e-02 3.96708e+00 1.87019e-13
2.06252e-02 4.05537e+00 1.80349e-14
2.06252e-02 4.14262e+00 1.49540e-15
2.06252e-02 4.22876e+00 1.11637e-16
2.06252e-02 4.31369e+00 7.44233e-18
2.06252e-02 4.39734e+00 3.84019e-19
3.30468e-02 8.58820e-04 -2.55387e+00
3.30468e-02 4.52415e-03 -2.55382e+00
3.30468e-02 1.11146e-02 -2.55358e+00
3.30468e-02 2.06252e-02 -2.55288e+00
3.30468e-02 3.30468e-02 -2.55133e+00
3.30468e-02 4.83674e-02 -2.54845e+00
3.30468e-02 6.65719e-02 -2.54362e+00
3.30468e-02 8.76427e-02 -2.53618e+00
3.30468e-02 1.11559e-01 -2.52539e+00
3.30468e-02 1.38298e-01 -2.51047e+00
3.30468e-02 1.67832e-01 -2.49066e+00
3.30468e-02 2.00134e-01 -2.46525e+00
3.30468e-02 2.35172e-01 -2.43365e+00
3.30468e-02 2.72911e-01 -2.39540e+00
3.30468e-02 3.13315e-01 -2.35019e+00
3.30468e-02 3.56344e-01 -2.29792e+00
3.30468e-02 4.01956e-01 -2.23862e+00
3.30468e-02 4.50106e-01 -2.17251e+00
3.30468e-02 5.00748e-01 -2.09986e+00
3.30468e-02 5.53832e-01 -2.02104e+00
3.30468e-02 6.09306e-01 -1.93644e+00
3.30468e-02 6.67116e-01 -1.84646e+00
3.30468e-02 7.27206e-01 -1.75152e+00
3.30468e-02 7.89516e-01 -1.65206e+00
3.30468e-02 8.53986e-01 -1.54854e+00
3.30468e-02 9.20552e-01 -1.44148e+00
3.30468e-02 9.89151e-01 -1.33148e+00
3.30468e-02 1.05971e+00 -1.21919e+00
3.30468e-02 1.13217e+00 -1.10536e+00
3.30468e-02 1.20646e+00 -9.90813e-01
3.30468e-02 1.28249e+00 -8.76455e-01
3.30468e-02 1.36021e+00 -7.63332e-01
3.30468e-02 1.43953e+00 -6.52670e-01
3.30468e-02 1.52037e+00 -5.45954e-01
3.30468e-02 1.60266e+00 -4.44971e-01
3.30468e-02 1.68631e+00 -3.51778e-01
3.30468e-02 1.77124e+00 -2.68511e-01
3.30468e-02 1.85738e+00 -1.97031e-01
3.30468e-02 1.94463e+00 -1.38479e-01
3.30468e-02 2.03292e+00 -9.29180e-02
3.30468e-02 2.12215e+00 -5.92922e-02
3.30468e-02 2.21224e+00 -3.57521e-02
3.30468e-02 2.30309e+00 -2.01704e-02
3.30468e-02 2.39463e+00 -1.05335e-02
3.30468e-02 2.48676e+00 -5.07067e-03
3.30468e-02 2.57939e+00 -2.27152e-03
3.30468e-02 2.67243e+00 -9.64170e-04
3.30468e-02 2.76579e+00 -3.89558e-04
3.30468e-02 2.85938e+00 -1.46379e-04
3.30468e-02 2.95311e+00 -4.92699e-05
3.30468e-02 3.04689e+00 -1.43804e-05
3.30468e-02 3.14062e+00 -3.55474e-06
3.30468e-02 3.23421e+00 -7.27673e-07
3.30468e-02 3.32757e+00 -1.18876e-07
3.30468e-02 3.42061e+00 -1.40808e-08
3.30468e-02 3.51324e+00 -7.41619e-10
3.30468e-02 3.60537e+00 1.54467e-10
3.30468e-02 3.69691e+00 5.74243e-11
3.30468e-02 3.78776e+00 1.11642e-11
3.30468e-02 3.87785e+00 1.61201e-12
3.30468e-02 3.96708e+00 1.87032e-13
3.30468e-02 4.05537e+00 1.80353e-14
3.30468e-02 4.14262e+00 1.49526e-15
3.30468e-02 4.22876e+00 1.11608e-16
3.30468e-02 4.31369e+00 7.43962e-18
3.30468e-02 4.39734e+00 3.83804e-19
4.83674e-02 8.58820e-04 -2.55096e+00
4.83674e-02 4.52415e-03 -2.55092e+00
4.83674e-02 1.11146e-02 -2.55068e+00
4.83674e-02 2.06252e-02 -2.54998e+00
4.83674e-02 3.30468e-02 -2.54845e+00
4.83674e-02 4.83674e-02 -2.54557e+00
4.83674e-02 6.65719e-02 -2.54078e+00
4.83674e-02 8.76427e-02 -2.53338e+00
4.83674e-02 1.11559e-01 -2.52265e+00
4.83674e-02 1.38298e-01 -2.50781e+00
4.83674e-02 1.67832e-01 -2.48810e+00
4.83674e-02 2.00134e-01 -2.46282e+00
4.83674e-02 2.35172e-01 -2.43136e+00
4.83674e-02 2.72911e-01 -2.39327e+00
4.83674e-02 3.13315e-01 -2.34824e+00
4.83674e-02 3.56344e-01 -2.29614e+00
4.83674e-02 4.01956e-01 -2.23703e+00
4.83674e-02 4.50106e-01 -2.17108e+00
4.83674e-02 5.00748e-01 -2.09860e+00
4.83674e-02 5.53832e-01 -2.01993e+00
4.83674e-02 6.09306e-01 -1.93546e+00
4.83674e-02 6.67116e-01 -1.84561e+00
4.83674e-02 7.27206e-01 -1.75079e+00
4.83674e-02 7.89516e-01 -1.65142e+00
4.83674e-02 8.53986e-01 -1.54800e+00
4.83674e-02 9.20552e-01 -1.44103e+00
4.83674e-02 9.89151e-01 -1.33111e+00
4.83674e-02 1.05971e+00 -1.21889e+00
4.83674e-02 1.13217e+00 -1.10513e+00
4.83674e-02 1.20646e+00 -9.90639e-01
4.83674e-02 1.28249e+00 -8.76335e-01
4.83674e-02 1.36021e+00 -7.63258e-01
4.83674e-02 1.43953e+00 -6.52634e-01
4.83674e-02 1.52037e+00 -5.45948e-01
4.83674e-02 1.60266e+00 -4.44987e-01
4.83674e-02 1.68631e+00 -3.51808e-01
4.83674e-02 1.77124e+00 -2.68548e-01
4.83674e-02 1.85738e+00 -1.97070e-01
4.83674e-02 1.94463e+00 -1.38515e-01
4.83674e-02 2.03292e+00 -9.29490e-02
4.83674e-02 2.12215e+00 -5.93168e-02
4.83674e-02 2.21224e+00 -3.57702e-02
4.83674e-02 2.30309e+00 -2.01824e-02
4.83674e-02 2.39463e+00 -1.05408e-02
4.83674e-02 2.48676e+00 -5.07464e-03
4.83674e-02 2.57939e+00 -2.27350e-03
4.83674e-02 2.67243e+00 -9.65107e-04
4.83674e-02 2.76579e+00 -3.89988e-04
4.83674e-02 2.85938e+00 -1.46566e-04
4.83674e-02 2.95311e+00 -4.93433e-05
4.83674e-02 3.04689e+00 -1.44054e-05
4.83674e-02 3.14062e+00 -3.56201e-06
4.83674e-02 3.23421e+00 -7.29453e-07
4.83674e-02 3.32757e+00 -1.19242e-07
4.83674e-02 3.42061e+00 -1.41431e-08
4.83674e-02 3.51324e+00 -7.50289e-10
4.83674e-02 3.60537e+00 1.53512e-10
4.83674e-02 3.69691e+00 5.73468e-11
4.83674e-02 3.78776e+00 1.11606e-11
4.83674e-02 3.87785e+00 1.61207e-12
4.83674e-02 3.96708e+00 1.87057e-13
4.83674e-02 4.05537e+00 1.80362e-14
4.83674e-02 4.14262e+00 1.49498e-15
4.83674e-02 4.22876e+00 1.11554e-16
4.83674e-02 4.31369e+00 7.43453e-18
4.83674e-02 4.39734e+00 3.83400e-19
6.65719e-02 8.58820e-04 -2.54612e+00
6.65719e-02 4.52415e-03 -2.54607e+00
6.65719e-02 1.11146e-02 -2.54584e+00
6.65719e-02 2.06252e-02 -2.54515e+00
6.65719e-02 3.30468e-02 -2.54362e+00
6.65719e-02 4.83674e-02 -2.54078e+00
6.65719e-02 6.65719e-02 -2.53603e+00
6.65719e-02 8.76427e-02 -2.52870e+00
6.65719e-02 1.11559e-01 -2.51807e+00
6.65719e-02 1.38298e-01 -2.50336e+00
6.65719e-02 1.67832e-01 -2.48382e+00
6.65719e-02 2.00134e-01 -2.45875e+00
6.65719e-02 2.35172e-01 -2.42753e+00
6.65719e-02 2.72911e-01 -2.38971e+00
6.65719e-02 3.13315e-01 -2.34496e+00
6.65719e-02 3.56344e-01 -2.29317e+00
6.65719e-02 4.01956e-01 -2.23435e+00
6.65719e-02 4.50106e-01 -2.16870e+00
6.65719e-02 5.00748e-01 -2.09649e+00
6.65719e-02 5.53832e-01 -2.01807e+00
6.65719e-02 6.09306e-01 -1.93383e+00
6.65719e-02 6.67116e-01 -1.84419e+00
6.65719e-02 7.27206e-01 -1.74955e+00
6.65719e-02 7.89516e-01 -1.65037e+00
6.65719e-02 8.53986e-01 -1.54710e+00
6.65719e-02 9.20552e-01 -1.44027e+00
6.65719e-02 9.89151e-01 -1.33048e+00
6.65719e-02 1.05971e+00 -1.21839e+00
6.65719e-02 1.13217e+00 -1.10474e+00
6.65719e-02 1.20646e+00 -9.90348e-01
6.65719e-02 1.28249e+00 -8.76133e-01
6.65719e-02 1.36021e+00 -7.63132e-01
6.65719e-02 1.43953e+00 -6.52573e-01
6.65719e-02 1.52037e+00 -5.45937e-01
6.65719e-02 1.60266e+00 -4.45013e-01
6.65719e-02 1.68631e+00 -3.51858e-01
6.65719e-02 1.77124e+00 -2.68610e-01
6.65719e-02 1.85738e+00 -1.97135e-01
6.65719e-02 1.94463e+00 -1.38576e-01
6.65719e-02 2.03292e+00 -9.30009e-02
6.65719e-02 2.12215e+00 -5.93581e-02
6.65719e-02 2.21224e+00 -3.58004e-02
6.65719e-02 2.30309e+00 -2.02027e-02
6.65719e-02 2.39463e+00 -1.05530e-02
6.65719e-02 2.48676e+00 -5.08129e-03
6.65719e-02 2.57939e+00 -2.27681e-03
6.65719e-02 2.67243e+00 -9.66679e-04
6.65719e-02 2.76579e+00 -3.90711e-04
6.65719e-02 2.85938e+00 -1.46880e-04
6.65719e-02 2.95311e+00 -4.94665e-05
6.65719e-02 3.04689e+00 -1.44474e-05
6.65719e-02 3.14062e+00 -3.57421e-06
6.65719e-02 3.23421e+00 -7.32446e-07
6.65719e-02 3.32757e+00 -1.19857e-07
6.65719e-02 3.42061e+00 -1.42479e-08
6.65719e-02 3.51324e+00 -7.64879e-10
6.65719e-02 3.60537e+00 1.51904e-10
6.65719e-02 3.69691e+00 5.72160e-11
6.65719e-02 3.78776e+00 1.11544e-11
6.65719e-02 3.87785e+00 1.61216e-12
6.65719e-02 3.96708e+00 1.87097e-13
