2.20390e-03 8.58820e-04
5.12818e-03 4.52415e-03
8.05178e-03 1.11146e-02
1.09679e-02 2.06252e-02
1.38734e-02 3.30468e-02
1.67653e-02 4.83674e-02
1.96408e-02 6.65719e-02
2.24972e-02 8.76427e-02
2.53316e-02 1.11559e-01
2.81413e-02 1.38298e-01
3.09234e-02 1.67832e-01
3.36753e-02 2.00134e-01
3.63944e-02 2.35172e-01
3.90778e-02 2.72911e-01
4.17231e-02 3.13315e-01
4.43277e-02 3.56344e-01
4.68889e-02 4.01956e-01
4.94043e-02 4.50106e-01
5.18714e-02 5.00748e-01
5.42878e-02 5.53832e-01
5.66512e-02 6.09306e-01
5.89593e-02 6.67116e-01
6.12097e-02 7.27206e-01
6.34003e-02 7.89516e-01
6.55290e-02 8.53986e-01
6.75937e-02 9.20552e-01
6.95923e-02 9.89151e-01
7.15229e-02 1.05971e+00
7.33836e-02 1.13217e+00
7.51726e-02 1.20646e+00
7.68882e-02 1.28249e+00
7.85287e-02 1.36021e+00
8.00924e-02 1.43953e+00
8.15778e-02 1.52037e+00
8.29836e-02 1.60266e+00
8.43083e-02 1.68631e+00
8.55506e-02 1.77124e+00
8.67093e-02 1.85738e+00
8.77833e-02 1.94463e+00
8.87715e-02 2.03292e+00
8.96729e-02 2.12215e+00
9.04868e-02 2.21224e+00
9.12122e-02 2.30309e+00
9.18486e-02 2.39463e+00
9.23951e-02 2.48676e+00
9.28514e-02 2.57939e+00
9.32170e-02 2.67243e+00
9.34915e-02 2.76579e+00
9.36747e-02 2.85938e+00
9.37663e-02 2.95311e+00
9.37663e-02 3.04689e+00
9.36747e-02 3.14062e+00
9.34915e-02 3.23421e+00
9.32170e-02 3.32757e+00
9.28514e-02 3.42061e+00
9.23951e-02 3.51324e+00
9.18486e-02 3.60537e+00
9.12122e-02 3.69691e+00
9.04868e-02 3.78776e+00
8.96729e-02 3.87785e+00
8.87715e-02 3.96708e+00
8.77833e-02 4.05537e+00
8.67093e-02 4.14262e+00
8.55506e-02 4.22876e+00
8.43083e-02 4.31369e+00
8.29836e-02 4.39734e+00
8.15778e-02 4.47963e+00
8.00924e-02 4.56047e+00
7.85287e-02 4.63979e+00
8.58820e-04 8.58820e-04 2.15489e-12
8.58820e-04 4.52415e-03 5.97864e-11
8.58820e-04 1.11146e-02 3.60649e-10
8.58820e-04 2.06252e-02 1.24004e-09
8.58820e-04 3.30468e-02 3.17286e-09
8.58820e-04 4.83674e-02 6.75453e-09
8.58820e-04 6.65719e-02 1.26636e-08
8.58820e-04 8.76427e-02 2.15989e-08
8.58820e-04 1.11559e-01 3.41881e-08
8.58820e-04 1.38298e-01 5.08689e-08
8.58820e-04 1.67832e-01 7.17592e-08
8.58820e-04 2.00134e-01 9.65407e-08
8.58820e-04 2.35172e-01 1.24391e-07
8.58820e-04 2.72911e-01 1.53998e-07
8.58820e-04 3.13315e-01 1.83676e-07
8.58820e-04 3.56344e-01 2.11566e-07
8.58820e-04 4.01956e-01 2.35894e-07
8.58820e-04 4.50106e-01 2.55211e-07
8.58820e-04 5.00748e-01 2.68564e-07
8.58820e-04 5.53832e-01 2.75574e-07
8.58820e-04 6.09306e-01 2.76399e-07
8.58820e-04 6.67116e-01 2.71623e-07
8.58820e-04 7.27206e-01 2.62118e-07
8.58820e-04 7.89516e-01 2.48884e-07
8.58820e-04 8.53986e-01 2.32936e-07
8.58820e-04 9.20552e-01 2.15213e-07
8.58820e-04 9.89151e-01 1.96529e-07
8.58820e-04 1.05971e+00 1.77548e-07
8.58820e-04 1.13217e+00 1.58785e-07
8.58820e-04 1.20646e+00 1.40616e-07
8.58820e-04 1.28249e+00 1.23289e-07
8.58820e-04 1.36021e+00 1.06945e-07
8.58820e-04 1.43953e+00 9.16377e-08
8.58820e-04 1.52037e+00 7.73521e-08
8.58820e-04 1.60266e+00 6.40326e-08
8.58820e-04 1.68631e+00 5.16161e-08
8.58820e-04 1.77124e+00 4.00735e-08
8.58820e-04 1.85738e+00 2.94552e-08
8.58820e-04 1.94463e+00 1.99276e-08
8.58820e-04 2.03292e+00 1.17743e-08
8.58820e-04 2.12215e+00 5.33445e-09
8.58820e-04 2.21224e+00 8.66717e-10
8.58820e-04 2.30309e+00 -1.61929e-09
8.58820e-04 2.39463e+00 -2.45875e-09
8.58820e-04 2.48676e+00 -2.25149e-09
8.58820e-04 2.57939e+00 -1.62359e-09
8.58820e-04 2.67243e+00 -1.00025e-09
8.58820e-04 2.76579e+00 -5.49346e-10
8.58820e-04 2.85938e+00 -2.74662e-10
8.58820e-04 2.95311e+00 -1.25636e-10
8.58820e-04 3.04689e+00 -5.24127e-11
8.58820e-04 3.14062e+00 -1.98349e-11
8.58820e-04 3.23421e+00 -6.77106e-12
8.58820e-04 3.32757e+00 -2.07347e-12
8.58820e-04 3.42061e+00 -5.66390e-13
8.58820e-04 3.51324e+00 -1.37201e-13
8.58820e-04 3.60537e+00 -2.92798e-14
8.58820e-04 3.69691e+00 -5.46009e-15
8.58820e-04 3.78776e+00 -8.79388e-16
8.58820e-04 3.87785e+00 -1.19928e-16
8.58820e-04 3.96708e+00 -1.32915e-17
8.58820e-04 4.05537e+00 -1.06643e-18
8.58820e-04 4.14262e+00 -2.98299e-20
8.58820e-04 4.22876e+00 8.84443e-21
8.58820e-04 4.31369e+00 2.15846e-21
8.58820e-04 4.39734e+00 3.06501e-22
8.58820e-04 4.47963e+00 3.20579e-23
8.58820e-04 4.56047e+00 2.47276e-24
8.58820e-04 4.63979e+00 1.22997e-25
4.52415e-03 8.58820e-04 5.97864e-11
4.52415e-03 4.52415e-03 1.65890e-09
4.52415e-03 1.11146e-02 1.00071e-08
4.52415e-03 2.06252e-02 3.44082e-08
4.52415e-03 3.30468e-02 8.80396e-08
4.52415e-03 4.83674e-02 1.87423e-07
4.52415e-03 6.65719e-02 3.51386e-07
4.52415e-03 8.76427e-02 5.99323e-07
4.52415e-03 1.11559e-01 9.48645e-07
4.52415e-03 1.38298e-01 1.41150e-06
4.52415e-03 1.67832e-01 1.99117e-06
4.52415e-03 2.00134e-01 2.67882e-06
4.52415e-03 2.35172e-01 3.45163e-06
4.52415e-03 2.72911e-01 4.27320e-06
4.52415e-03 3.13315e-01 5.09673e-06
4.52415e-03 3.56344e-01 5.87068e-06
4.52415e-03 4.01956e-01 6.54580e-06
4.52415e-03 4.50106e-01 7.08186e-06
4.52415e-03 5.00748e-01 7.45246e-06
4.52415e-03 5.53832e-01 7.64703e-06
4.52415e-03 6.09306e-01 7.66994e-06
4.52415e-03 6.67116e-01 7.53747e-06
4.52415e-03 7.27206e-01 7.27371e-06
4.52415e-03 7.89516e-01 6.90650e-06
4.52415e-03 8.53986e-01 6.46397e-06
4.52415e-03 9.20552e-01 5.97218e-06
4.52415e-03 9.89151e-01 5.45370e-06
4.52415e-03 1.05971e+00 4.92699e-06
4.52415e-03 1.13217e+00 4.40634e-06
4.52415e-03 1.20646e+00 3.90214e-06
4.52415e-03 1.28249e+00 3.42131e-06
4.52415e-03 1.36021e+00 2.96777e-06
4.52415e-03 1.43953e+00 2.54299e-06
4.52415e-03 1.52037e+00 2.14656e-06
4.52415e-03 1.60266e+00 1.77694e-06
4.52415e-03 1.68631e+00 1.43237e-06
4.52415e-03 1.77124e+00 1.11206e-06
4.52415e-03 1.85738e+00 8.17399e-07
4.52415e-03 1.94463e+00 5.53003e-07
4.52415e-03 2.03292e+00 3.26743e-07
4.52415e-03 2.12215e+00 1.48034e-07
4.52415e-03 2.21224e+00 2.40520e-08
4.52415e-03 2.30309e+00 -4.49364e-08
4.52415e-03 2.39463e+00 -6.82320e-08
4.52415e-03 2.48676e+00 -6.24803e-08
4.52415e-03 2.57939e+00 -4.50557e-08
4.52415e-03 2.67243e+00 -2.77576e-08
4.52415e-03 2.76579e+00 -1.52447e-08
4.52415e-03 2.85938e+00 -7.62205e-09
4.52415e-03 2.95311e+00 -3.48650e-09
4.52415e-03 3.04689e+00 -1.45449e-09
4.52415e-03 3.14062e+00 -5.50432e-10
4.52415e-03 3.23421e+00 -1.87902e-10
4.52415e-03 3.32757e+00 -5.75404e-11
4.52415e-03 3.42061e+00 -1.57177e-11
4.52415e-03 3.51324e+00 -3.80743e-12
4.52415e-03 3.60537e+00 -8.12537e-13
4.52415e-03 3.69691e+00 -1.51522e-13
4.52415e-03 3.78776e+00 -2.44038e-14
4.52415e-03 3.87785e+00 -3.32810e-15
4.52415e-03 3.96708e+00 -3.68852e-16
4.52415e-03 4.05537e+00 -2.95945e-17
4.52415e-03 4.14262e+00 -8.27839e-19
4.52415e-03 4.22876e+00 2.45436e-19
4.52415e-03 4.31369e+00 5.98987e-20
4.52415e-03 4.39734e+00 8.50563e-21
4.52415e-03 4.47963e+00 8.89632e-22
4.52415e-03 4.56047e+00 6.86212e-23
4.52415e-03 4.63979e+00 3.41329e-24
1.11146e-02 8.58820e-04 3.60649e-10
1.11146e-02 4.52415e-03 1.00071e-08
1.11146e-02 1.11146e-02 6.03669e-08
1.11146e-02 2.06252e-02 2.07564e-07
1.11146e-02 3.30468e-02 5.31091e-07
1.11146e-02 4.83674e-02 1.13061e-06
1.11146e-02 6.65719e-02 2.11972e-06
1.11146e-02 8.76427e-02 3.61541e-06
1.11146e-02 1.11559e-01 5.72275e-06
1.11146e-02 1.38298e-01 8.51508e-06
1.11146e-02 1.67832e-01 1.20122e-05
1.11146e-02 2.00134e-01 1.61610e-05
1.11146e-02 2.35172e-01 2.08237e-05
1.11146e-02 2.72911e-01 2.57810e-05
1.11146e-02 3.13315e-01 3.07505e-05
1.11146e-02 3.56344e-01 3.54212e-05
1.11146e-02 4.01956e-01 3.94959e-05
1.11146e-02 4.50106e-01 4.27318e-05
1.11146e-02 5.00748e-01 4.49695e-05
1.11146e-02 5.53832e-01 4.61449e-05
1.11146e-02 6.09306e-01 4.62845e-05
1.11146e-02 6.67116e-01 4.54862e-05
1.11146e-02 7.27206e-01 4.38955e-05
1.11146e-02 7.89516e-01 4.16802e-05
1.11146e-02 8.53986e-01 3.90102e-05
1.11146e-02 9.20552e-01 3.60428e-05
1.11146e-02 9.89151e-01 3.29142e-05
1.11146e-02 1.05971e+00 2.97357e-05
1.11146e-02 1.13217e+00 2.65937e-05
1.11146e-02 1.20646e+00 2.35509e-05
1.11146e-02 1.28249e+00 2.06491e-05
1.11146e-02 1.36021e+00 1.79119e-05
1.11146e-02 1.43953e+00 1.53482e-05
1.11146e-02 1.52037e+00 1.29556e-05
1.11146e-02 1.60266e+00 1.07248e-05
1.11146e-02 1.68631e+00 8.64524e-06
1.11146e-02 1.77124e+00 6.71199e-06
1.11146e-02 1.85738e+00 4.93354e-06
1.11146e-02 1.94463e+00 3.33775e-06
1.11146e-02 2.03292e+00 1.97212e-06
1.11146e-02 2.12215e+00 8.93493e-07
1.11146e-02 2.21224e+00 1.45172e-07
1.11146e-02 2.30309e+00 -2.71224e-07
1.11146e-02 2.39463e+00 -4.11831e-07
1.11146e-02 2.48676e+00 -3.77116e-07
1.11146e-02 2.57939e+00 -2.71946e-07
1.11146e-02 2.67243e+00 -1.67539e-07
1.11146e-02 2.76579e+00 -9.20141e-08
1.11146e-02 2.85938e+00 -4.60053e-08
1.11146e-02 2.95311e+00 -2.10439e-08
1.11146e-02 3.04689e+00 -8.77906e-09
1.11146e-02 3.14062e+00 -3.32233e-09
1.11146e-02 3.23421e+00 -1.13415e-09
1.11146e-02 3.32757e+00 -3.47307e-10
1.11146e-02 3.42061e+00 -9.48707e-11
1.11146e-02 3.51324e+00 -2.29813e-11
1.11146e-02 3.60537e+00 -4.90442e-12
1.11146e-02 3.69691e+00 -9.14580e-13
1.11146e-02 3.78776e+00 -1.47301e-13
1.11146e-02 3.87785e+00 -2.00884e-14
1.11146e-02 3.96708e+00 -2.22642e-15
1.11146e-02 4.05537e+00 -1.78639e-16
1.11146e-02 4.14262e+00 -4.99790e-18
1.11146e-02 4.22876e+00 1.48130e-18
1.11146e-02 4.31369e+00 3.61532e-19
1.11146e-02 4.39734e+00 5.13385e-20
1.11146e-02 4.47963e+00 5.36973e-21
1.11146e-02 4.56047e+00 4.14198e-22
1.11146e-02 4.63979e+00 2.06031e-23
2.06252e-02 8.58820e-04 1.24004e-09
2.06252e-02 4.52415e-03 3.44082e-08
2.06252e-02 1.11146e-02 2.07564e-07
2.06252e-02 2.06252e-02 7.13683e-07
2.06252e-02 3.30468e-02 1.82610e-06
2.06252e-02 4.83674e-02 3.88753e-06
2.06252e-02 6.65719e-02 7.28857e-06
2.06252e-02 8.76427e-02 1.24317e-05
2.06252e-02 1.11559e-01 1.96785e-05
2.06252e-02 1.38298e-01 2.92814e-05
2.06252e-02 1.67832e-01 4.13093e-05
2.06252e-02 2.00134e-01 5.55801e-05
2.06252e-02 2.35172e-01 7.16213e-05
2.06252e-02 2.72911e-01 8.86788e-05
2.06252e-02 3.13315e-01 1.05782e-04
2.06252e-02 3.56344e-01 1.21861e-04
2.06252e-02 4.01956e-01 1.35893e-04
2.06252e-02 4.50106e-01 1.47041e-04
2.06252e-02 5.00748e-01 1.54755e-04
2.06252e-02 5.53832e-01 1.58815e-04
2.06252e-02 6.09306e-01 1.59308e-04
2.06252e-02 6.67116e-01 1.56572e-04
2.06252e-02 7.27206e-01 1.51106e-04
2.06252e-02 7.89516e-01 1.43489e-04
2.06252e-02 8.53986e-01 1.34303e-04
2.06252e-02 9.20552e-01 1.24093e-04
2.06252e-02 9.89151e-01 1.13325e-04
2.06252e-02 1.05971e+00 1.02385e-04
2.06252e-02 1.13217e+00 9.15692e-05
2.06252e-02 1.20646e+00 8.10941e-05
2.06252e-02 1.28249e+00 7.11037e-05
2.06252e-02 1.36021e+00 6.16797e-05
2.06252e-02 1.43953e+00 5.28527e-05
2.06252e-02 1.52037e+00 4.46144e-05
2.06252e-02 1.60266e+00 3.69329e-05
2.06252e-02 1.68631e+00 2.97719e-05
2.06252e-02 1.77124e+00 2.31146e-05
2.06252e-02 1.85738e+00 1.69902e-05
2.06252e-02 1.94463e+00 1.14947e-05
2.06252e-02 2.03292e+00 6.79178e-06
2.06252e-02 2.12215e+00 3.07712e-06
2.06252e-02 2.21224e+00 4.99972e-07
2.06252e-02 2.30309e+00 -9.34078e-07
2.06252e-02 2.39463e+00 -1.41834e-06
2.06252e-02 2.48676e+00 -1.29879e-06
2.06252e-02 2.57939e+00 -9.36587e-07
2.06252e-02 2.67243e+00 -5.77012e-07
2.06252e-02 2.76579e+00 -3.16902e-07
2.06252e-02 2.85938e+00 -1.58446e-07
2.06252e-02 2.95311e+00 -7.24773e-08
2.06252e-02 3.04689e+00 -3.02362e-08
2.06252e-02 3.14062e+00 -1.14426e-08
2.06252e-02 3.23421e+00 -3.90621e-09
2.06252e-02 3.32757e+00 -1.19619e-09
2.06252e-02 3.42061e+00 -3.26756e-10
2.06252e-02 3.51324e+00 -7.91535e-11
2.06252e-02 3.60537e+00 -1.68922e-11
2.06252e-02 3.69691e+00 -3.15010e-12
2.06252e-02 3.78776e+00 -5.07356e-13
2.06252e-02 3.87785e+00 -6.91929e-14
2.06252e-02 3.96708e+00 -7.66892e-15
2.06252e-02 4.05537e+00 -6.15364e-16
2.06252e-02 4.14262e+00 -1.72255e-17
2.06252e-02 4.22876e+00 5.10070e-18
2.06252e-02 4.31369e+00 1.24509e-18
2.06252e-02 4.39734e+00 1.76815e-19
2.06252e-02 4.47963e+00 1.84946e-20
2.06252e-02 4.56047e+00 1.42666e-21
2.06252e-02 4.63979e+00 7.09692e-23
3.30468e-02 8.58820e-04 3.17286e-09
3.30468e-02 4.52415e-03 8.80396e-08
3.30468e-02 1.11146e-02 5.31091e-07
3.30468e-02 2.06252e-02 1.82610e-06
3.30468e-02 3.30468e-02 4.67248e-06
3.30468e-02 4.83674e-02 9.94727e-06
